STRUCTURE;STRUCTURE_ID;STRUCTURE_NAME;ACTION;REF_AREA;Reference area;FREQ;Frequency of observation;MEASURE;Measure.1;UNIT_MEASURE;Unit of measure;AGE;Age.1;SEX;Sex.1;SOCIO_ECON_STATUS;Socio-economic status;DEATH_CAUSE;Cause of death;CALC_METHODOLOGY;Calculation methodology;GESTATION_THRESHOLD;Gestation period threshold;HEALTH_STATUS;Health status;DISEASE;Disease.1;CANCER_SITE;Cancer site;TIME_PERIOD;Time period;OBS_VALUE;Observation value;DECIMALS;Decimals.1;OBS_STATUS;Observation status;OBS_STATUS2;Observation status 2;OBS_STATUS3;Observation status 3;UNIT_MULT;Unit multiplier
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;EST;Estonia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2005;;518;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;EST;Estonia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2012;;389;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;EST;Estonia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2014;;359;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;EST;Estonia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2020;;310;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;FIN;Finland;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2007;;256;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;FIN;Finland;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2011;;224;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;FRA;France;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2003;;222;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;FRA;France;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2005;;208;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;DEU;Germany;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2008;;221;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;GRC;Greece;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2020;;204;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;ISL;Iceland;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2009;;173;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;ISL;Iceland;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2019;;135;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;ISL;Iceland;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2020;;131;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;ISL;Iceland;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2022;;150;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;IRL;Ireland;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2011;;209;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;IRL;Ireland;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2014;;191;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;IRL;Ireland;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2015;;183;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;ISR;Israel;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2010;;170;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;ISR;Israel;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2012;;161;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;ITA;Italy;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2004;;201;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;ITA;Italy;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2006;;188;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;ITA;Italy;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2017;;146;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;ITA;Italy;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2019;;136;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;JPN;Japan;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2000;;222;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;JPN;Japan;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2018;;140;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;JPN;Japan;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2021;;135;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;KOR;Korea;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2014;;185;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;KOR;Korea;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2019;;147;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;LVA;Latvia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2009;;536;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;LTU;Lithuania;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2005;;617;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;NLD;Netherlands;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2002;;242;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;NLD;Netherlands;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2016;;165;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;NLD;Netherlands;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2019;;149;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;NZL;New Zealand;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2009;;221;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;POL;Poland;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2010;;337;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;PRT;Portugal;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2013;;192;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;SVK;Slovak Republic;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2004;;464;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;SVN;Slovenia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2004;;318;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;SVN;Slovenia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2011;;246;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;ESP;Spain;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2003;;224;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;ESP;Spain;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2010;;175;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;SWE;Sweden;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2004;;213;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHE;Switzerland;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2003;;192;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;TUR;Türkiye;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2012;;242;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;TUR;Türkiye;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2015;;273;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;GBR;United Kingdom;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2016;;202;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;GBR;United Kingdom;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2019;;194;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;HRV;Croatia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2019;;296;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;HRV;Croatia;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2021;;367;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;ROU;Romania;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2012;;459;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;ROU;Romania;A;Annual;AVM;Avoidable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2018;;430;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUS;Australia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2001;;37392;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUS;Australia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2002;;36718;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUS;Australia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2003;;35458;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUS;Australia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2004;;34446;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUS;Australia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2006;;33193;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUS;Australia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2014;;35953;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUS;Australia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2015;;36981;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUS;Australia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2018;;36958;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUS;Australia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2019;;38993;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUT;Austria;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2002;;21066;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUT;Austria;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2004;;20041;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUT;Austria;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2005;;19722;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUT;Austria;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2006;;19119;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUT;Austria;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2007;;18793;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUT;Austria;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2008;;18222;;;;;;;;;;;
